405.419,0.0380392
405.78,0.0380392
406.142,0.0364706
406.503,0.0364706
406.864,0.0364706
407.225,0.0364706
407.587,0.0364706
407.948,0.0364706
408.309,0.0364706
408.671,0.0388235
409.032,0.0388235
409.393,0.0388235
409.754,0.0388235
410.116,0.0447059
410.477,0.0447059
410.838,0.0447059
411.199,0.0435294
411.561,0.0435294
411.922,0.0470588
412.283,0.0470588
412.645,0.0482353
413.006,0.0529412
413.367,0.0529412
413.728,0.0552941
414.09,0.0552941
414.451,0.0576471
414.812,0.0576471
415.173,0.0623529
415.535,0.0611765
415.896,0.0611765
416.257,0.0694118
416.618,0.0694118
416.98,0.0694118
417.341,0.0694118
417.702,0.0717647
418.064,0.0717647
418.425,0.0764706
418.786,0.0788235
419.147,0.0788235
419.509,0.0811765
419.87,0.0811765
420.231,0.0858824
420.592,0.0858824
420.954,0.0882353
421.315,0.0905882
421.676,0.0905882
422.038,0.0952941
422.399,0.0952941
422.76,0.0976471
423.121,0.0976471
423.483,0.0976471
423.844,0.107059
424.205,0.107059
424.566,0.104706
424.928,0.104706
425.289,0.107059
425.65,0.107059
426.012,0.115837
426.373,0.115294
426.734,0.115294
427.095,0.118824
427.457,0.118824
427.818,0.118824
428.179,0.118824
428.54,0.127059
428.902,0.127059
429.263,0.127059
429.624,0.131765
429.986,0.131765
430.347,0.134118
430.708,0.134118
431.069,0.138824
431.431,0.138824
431.792,0.136471
432.153,0.141176
432.514,0.141176
432.876,0.145882
433.237,0.145882
433.598,0.148235
433.96,0.148235
434.321,0.152941
434.682,0.152941
435.043,0.152941
435.405,0.154118
435.766,0.154118
436.127,0.156471
436.488,0.156471
436.85,0.161176
437.211,0.162353
437.572,0.162353
437.934,0.164706
438.295,0.164706
438.656,0.169412
439.017,0.169412
439.379,0.172941
439.74,0.177647
440.101,0.177647
440.462,0.177647
440.824,0.177647
441.185,0.185882
441.546,0.185882
441.908,0.187059
442.269,0.187059
442.63,0.191765
442.991,0.196471
443.353,0.196471
443.714,0.202353
444.075,0.202353
444.436,0.203529
444.798,0.203529
445.159,0.210588
445.52,0.217647
445.882,0.217647
446.243,0.218824
446.604,0.218824
446.965,0.229412
447.327,0.229412
447.688,0.231765
448.049,0.236471
448.41,0.236471
448.772,0.241176
449.133,0.241176
449.494,0.248235
449.855,0.248235
450.217,0.254118
450.578,0.261008
450.939,0.261008
451.301,0.265255
451.662,0.265255
452.023,0.268235
452.384,0.268235
452.746,0.275294
453.107,0.275294
453.468,0.285882
453.829,0.289412
